url,domain,company,date,first_seen,uuid,ip,country,asn,org,cert,malicious_google,malicious_openphish,malicious_phishtank,malicious_tweetfeed,malicious_urlscan
http://register-facebook.blogspot.com,register-facebook.blogspot.com,facebook,2026-07-11T13:30:03.887265+00:00,2026-03-27T01:01:47.301052+00:00,8a6eca16-d8b0-420e-ade6-6ee178c13c78,142.251.13.132,Germany,15169,Google LLC,WE2,false,true,false,false,false
https://office365.internal-alerts.com/i/d5b9af0d256f14c03ab8396a78d3687bf,office365.internal-alerts.com,microsoft,2026-07-11T13:30:03.887265+00:00,2026-03-28T01:01:37.247034+00:00,7e1b0fba-bc4d-475b-ba61-b7876519c68f,20.50.64.14,Ireland,8075,Microsoft Corporation,R13,false,true,false,false,true
https://amazonbookawards.com,amazonbookawards.com,amazon,2026-07-11T13:30:03.887265+00:00,2026-03-28T07:32:22.605092+00:00,c72a9648-33a9-4b66-bce4-b97b23a3aae3,167.71.241.128,United States,14061,"DigitalOcean, LLC",Let's Encrypt,false,false,false,false,true
http://support.m365-microsoft.com/i/ab041e84e499243eca3e98fb328201632,support.m365-microsoft.com,microsoft,2026-07-11T13:30:03.887265+00:00,2026-03-28T13:01:22.118172+00:00,4484f1cb-d3da-4757-83a3-5596fb6c36a2,20.50.64.14,Ireland,8075,Microsoft Corporation,R13,false,true,false,false,false
https://metamaskuks.vip,metamaskuks.vip,metamask,2026-07-11T13:30:03.887265+00:00,2026-03-29T15:04:09.449701+00:00,98ef019d-1ea8-4727-ac22-87f41e25f576,188.114.97.3,United States,13335,"Cloudflare, Inc.",Google Trust Services,false,false,false,false,true
https://security.email-microsoft.com/diyc_smavt1av3ltaq,security.email-microsoft.com,microsoft,2026-07-11T13:30:03.887265+00:00,2026-03-30T13:01:17.141787+00:00,6436eaa9-620c-4127-a8f7-04fd8fab6a30,212.104.128.1,Finland,13335,"Cloudflare, Inc.",WE1,true,true,false,false,true
http://facebook-page-verification.blogspot.com,facebook-page-verification.blogspot.com,facebook,2026-07-11T13:30:03.887265+00:00,2026-04-02T13:01:45.761576+00:00,1b08b3da-963c-40dd-abe6-a8933fab4e6b,142.251.110.132,United States,15169,Google LLC,WE2,false,true,false,false,false
http://login-facebook-facebook.blogspot.com,login-facebook-facebook.blogspot.com,facebook,2026-07-11T13:30:03.887265+00:00,2026-04-03T01:02:32.867922+00:00,b80bb03f-c63c-4b96-baa2-c2e1b16636da,142.251.14.132,Germany,15169,Google LLC,WE2,false,true,false,false,false
https://instagramchatsview999.blogspot.com,instagramchatsview999.blogspot.com,instagram,2026-07-11T13:30:03.887265+00:00,2026-04-03T13:02:09.440422+00:00,b4747511-2c0f-4eaa-a2c2-90b6b078de4a,142.251.13.132,Germany,15169,Google LLC,WE2,false,true,false,false,false
https://amazoncabinetz.atlazrtacabinets.com,amazoncabinetz.atlazrtacabinets.com,amazon,2026-07-11T13:30:03.887265+00:00,2026-04-05T08:58:11.155202+00:00,d991e63d-7c68-4b35-b1f6-99df0380fd98,92.113.16.71,Germany,47583,Hostinger International Limited,Let's Encrypt,false,false,false,false,true
